scene;is_cutscene;setup;room;idx;params;description;pos_x;pos_y;pos_z;rot_x;rot_y;rot_z
10;False;0;5;2;0008:03F4;Decorative Flames, Type: 03F4,;-490;720;355;0;0;0
10;False;0;5;3;0008:03F4;Decorative Flames, Type: 03F4,;-363;780;484;0;0;0
10;False;0;5;4;0008:03F4;Decorative Flames, Type: 03F4,;-451;780;639;0;0;0
10;False;0;6;0;003B:00F9;Ambient Sound Effects, Sound: ?,;18;1520;821;0;0;0
10;False;0;7;0;003B:00FF;Ambient Sound Effects, Sound: ?,;323;-220;639;0;0;0
10;False;0;7;1;0013:0000;Keese, Fire Keese, Invisible: False,;83;140;572;0;0;0
10;False;0;7;2;0013:0000;Keese, Fire Keese, Invisible: False,;225;140;650;0;0;0
10;False;0;7;3;0013:0000;Keese, Fire Keese, Invisible: False,;365;140;575;0;0;0
10;False;0;7;4;0013:0000;Keese, Fire Keese, Invisible: False,;-352;27;477;0;0;0
10;False;0;7;5;0013:0000;Keese, Fire Keese, Invisible: False,;-519;160;7;0;0;0
10;False;0;7;6;0013:0000;Keese, Fire Keese, Invisible: False,;-532;78;360;0;0;0
10;False;0;7;7;0013:0000;Keese, Fire Keese, Invisible: False,;-173;-37;657;0;0;0
10;False;0;7;8;005E:2400;Torch, Wooden Torch, Is Lit: True, Torches to light to solve puzzle (Timed Torch): 0000, Switch Flag: 00,;141;-220;460;0;0;0
10;False;0;7;9;005E:2400;Torch, Wooden Torch, Is Lit: True, Torches to light to solve puzzle (Timed Torch): 0000, Switch Flag: 00,;294;-220;461;0;0;0
10;False;0;7;10;005E:2400;Torch, Wooden Torch, Is Lit: True, Torches to light to solve puzzle (Timed Torch): 0000, Switch Flag: 00,;-587;0;-68;0;0;0
10;False;0;7;11;005E:2400;Torch, Wooden Torch, Is Lit: True, Torches to light to solve puzzle (Timed Torch): 0000, Switch Flag: 00,;-454;0;-68;0;0;0
10;False;0;8;0;003B:00FA;Ambient Sound Effects, Sound: ?,;-7;780;197;0;0;0
10;False;0;8;1;0111:400E;Breakable pot, Collectible Flag: 0020, Collectible: 000E,;-422;800;-258;0;0;0
10;False;0;8;2;0111:4203;Breakable pot, Collectible Flag: 0021, Collectible: 0003,;-382;800;-300;0;0;0
10;False;0;8;3;0111:440F;Breakable pot, Collectible Flag: 0022, Collectible: 000F,;-342;800;-341;0;0;0
10;False;0;8;4;0111:460F;Breakable pot, Collectible Flag: 0023, Collectible: 000F,;-298;800;-383;0;0;0
10;False;0;8;5;0111:4803;Breakable pot, Collectible Flag: 0024, Collectible: 0003,;-257;800;-424;0;0;0
10;False;0;8;6;0111:4A09;Breakable pot, Collectible Flag: 0025, Collectible: 0009,;-382;800;-259;0;0;0
10;False;0;8;7;0111:4C09;Breakable pot, Collectible Flag: 0026, Collectible: 0009,;-342;800;-300;0;0;0
10;False;0;8;8;0111:4E03;Breakable pot, Collectible Flag: 0027, Collectible: 0003,;-301;800;-341;0;0;0
10;False;0;8;9;0111:503F;Breakable pot, Collectible Flag: 0028, Collectible: 003F,;-258;800;-383;0;0;0
10;False;0;8;10;0111:523F;Breakable pot, Collectible Flag: 0029, Collectible: 003F,;418;800;-261;0;0;0
10;False;0;8;11;0111:5409;Breakable pot, Collectible Flag: 002A, Collectible: 0009,;377;800;-301;0;0;0
10;False;0;8;12;0111:5609;Breakable pot, Collectible Flag: 002B, Collectible: 0009,;338;800;-340;0;0;0
10;False;0;8;13;0111:5803;Breakable pot, Collectible Flag: 002C, Collectible: 0003,;300;800;-380;0;0;0
10;False;0;8;14;0111:5A03;Breakable pot, Collectible Flag: 002D, Collectible: 0003,;260;800;-420;0;0;0
10;False;0;8;15;0111:5C03;Breakable pot, Collectible Flag: 002E, Collectible: 0003,;378;800;-261;0;0;0
10;False;0;8;16;0111:5E3F;Breakable pot, Collectible Flag: 002F, Collectible: 003F,;337;800;-300;0;0;0
10;False;0;8;17;0111:603F;Breakable pot, Collectible Flag: 0030, Collectible: 003F,;299;800;-340;0;0;0
10;False;0;8;18;0111:6209;Breakable pot, Collectible Flag: 0031, Collectible: 0009,;260;800;-380;0;0;0
11;False;0;0;0;005E:2400;Torch, Wooden Torch, Is Lit: True, Torches to light to solve puzzle (Timed Torch): 0000, Switch Flag: 00,;-160;-24;-200;0;0;0
11;False;0;0;1;005E:2400;Torch, Wooden Torch, Is Lit: True, Torches to light to solve puzzle (Timed Torch): 0000, Switch Flag: 00,;40;-24;-200;0;0;0
11;False;0;0;2;0185:4C2F;Dialog Spot, Instant Text, Message ID: 0230, Switch Flag: 2F,;-43;-64;-629;0;0;11
11;False;0;0;3;0185:4C2F;Dialog Spot, Instant Text, Message ID: 0230, Switch Flag: 2F,;468;-64;-188;0;0;11
11;False;0;0;4;0185:4C2F;Dialog Spot, Instant Text, Message ID: 0230, Switch Flag: 2F,;-590;-74;-176;0;0;11
11;False;0;0;5;012A:1A02;Switches, Yellow Eye, Can Toggle: False, Reset when not pressed: False, Triggers all switches with same switch flag: False, Frozen in Ice: False, Switch Flag: 1A,;-64;201;-6;0;32768;0
11;False;0;0;6;000A:8947;Treasure chest, Small, Falls, Switch Flag, Contents: Arrows (10), Chest Flag: 0007, Switch Flag to spawn chest: 1A,;157;219;-400;0;24576;26
11;False;0;0;7;000A:8893;Treasure chest, Small, Falls, Switch Flag, Contents: Large Magic Container or Blue (5) Rupee, Chest Flag: 0013, Switch Flag to spawn chest: 1A,;-280;215;-400;0;40960;26
11;False;0;0;8;0183:FF41;Song of Storms Fairy,;-56;-20;-445;0;0;0
11;False;0;1;0;0002:0002;Stalfos, Rises from Ground,;-1629;-90;-19;0;20025;0
11;False;0;1;1;0002:0002;Stalfos, Rises from Ground,;-1870;-90;-357;0;13107;0
11;False;0;1;2;0185:4C9F;Dialog Spot, Instant Text, Message ID: 0232, Switch Flag: 1F,;-1395;-82;-233;0;0;69
11;False;0;1;3;0187:7C3C;Timer, Switch Flag: 1F, Timer in seconds (capped to 10 minutes): 003C,;-1606;-90;-123;0;0;0
11;False;0;1;4;0080:0510;Metal Spike Trap, Pattern: Line Loop, Attack Speed (Units): 0005,;-1150;-80;-281;0;0;0
11;False;0;1;5;000A:8840;Treasure chest, Small, Falls, Switch Flag, Contents: Small Key, Chest Flag: 0000, Switch Flag to spawn chest: 1F,;-1674;120;-494;0;32768;31
11;False;0;2;0;012D:FFC2;Stone Hookshot target, #N/A: ?? (Dodongo's Cavern),;-1580;358;-1006;16384;0;0
11;False;0;2;1;012D:FFC2;Stone Hookshot target, #N/A: ?? (Dodongo's Cavern),;-1574;358;-1904;16384;0;0
11;False;0;2;2;012D:FFC2;Stone Hookshot target, #N/A: ?? (Dodongo's Cavern),;-1218;360;-1636;16384;0;0
11;False;0;2;3;012D:FFC2;Stone Hookshot target, #N/A: ?? (Dodongo's Cavern),;-1578;358;-1599;16384;0;0
11;False;0;2;4;0011:1102;Wallmaster (Ceiling monster), Spawn on Switch Flag, Switch Flag: 11,;-2345;193;-1439;0;16384;0
11;False;0;2;5;0011:0001;Wallmaster (Ceiling monster), Normal, Switch Flag: 00,;-1589;-80;-1329;0;0;0
11;False;0;2;6;000C:00FF;Proximity activated flame wall, Type: 00FF,;-1575;160;-1785;0;0;0
11;False;0;2;7;000C:00FF;Proximity activated flame wall, Type: 00FF,;-1400;-80;-999;0;49152;0
11;False;0;2;8;000C:00FF;Proximity activated flame wall, Type: 00FF,;-1759;160;-1921;0;49152;0
11;False;0;2;9;0117:1FDC;Silver Rupee, Silver Rupee, Count: 003F, Switch Flag: 1C,;-1332;-80;-992;0;0;0
11;False;0;2;10;0117:1FDC;Silver Rupee, Silver Rupee, Count: 003F, Switch Flag: 1C,;-1886;-80;-956;0;0;0
11;False;0;2;11;0117:1FDC;Silver Rupee, Silver Rupee, Count: 003F, Switch Flag: 1C,;-1579;236;-999;0;0;0
11;False;0;2;12;0117:1FDC;Silver Rupee, Silver Rupee, Count: 003F, Switch Flag: 1C,;-1627;182;-1462;0;0;0
11;False;0;2;13;0117:1FDC;Silver Rupee, Silver Rupee, Count: 003F, Switch Flag: 1C,;-1887;160;-2134;0;0;0
11;False;0;2;14;0117:015C;Silver Rupee, Rupee Chain, Count: 0005, Switch Flag: 1C,;-1580;-80;-804;0;32768;0
11;False;0;2;15;0185:4E5C;Dialog Spot, Instant Text, Message ID: 0239, Switch Flag: 1C,;-1557;-40;-1268;0;0;69
11;False;0;2;16;0130:0000;Rolling Boulder, Pattern: Follows path, disappears, reappears at first waypoint, Path Id: 0000, Behavior after colliding with Link: Follow path,;-1221;519;-2061;0;0;1
11;False;0;2;17;0130:0001;Rolling Boulder, Pattern: Follows path, disappears, reappears at first waypoint, Path Id: 0001, Behavior after colliding with Link: Follow path,;-1945;433;-2063;0;0;1
11;False;0;2;18;0187:705A;Timer, Switch Flag: 1C, Timer in seconds (capped to 10 minutes): 005A,;-1583;105;-1113;0;0;0
11;False;0;3;0;012D:FFC2;Stone Hookshot target, #N/A: ?? (Dodongo's Cavern),;-1083;399;-2747;16384;0;0
11;False;0;3;1;01AF:FF00;Wolfos, Nullable Switch Flag: FF, Normal,;-1604;159;-2483;0;0;0
11;False;0;3;2;01AF:FF00;Wolfos, Nullable Switch Flag: FF, Normal,;-1322;159;-2579;0;0;0
11;False;0;3;3;01C1:FF00;Fake door, Type: FF00,;-1159;159;-2748;0;49152;0
11;False;0;3;4;01AF:FF01;Wolfos, Nullable Switch Flag: FF, White Wolfos, mini-boss music starts,;-1377;159;-2795;0;0;0
11;False;0;3;5;01AF:FF01;Wolfos, Nullable Switch Flag: FF, White Wolfos, mini-boss music starts,;-1675;159;-2849;0;0;0
11;False;0;3;6;00FF:0BC3;Movable Block, Nullable Switch Flag: 0B, Color: Color 4, Unknown: False, Spawn on Switch Flag state: Load on 0, Size (per axis): 200 units,;-1577;159;-3057;0;0;0
11;False;0;3;7;00FF:0BC7;Movable Block, Nullable Switch Flag: 0B, Color: Color 4, Unknown: False, Spawn on Switch Flag state: Load on 1, Size (per axis): 200 units,;-1577;-41;-3257;0;0;0
11;False;0;3;8;0139:000B;Pushblock Stop Actor, Switch Flag: 0B,;-1577;-41;-3257;0;0;0
11;False;0;3;9;012A:0F00;Switches, Floor, Can Toggle: False, Reset when not pressed: False, Triggers all switches with same switch flag: False, Frozen in Ice: False, Switch Flag: 0F,;-930;239;-2745;0;0;0
11;False;0;3;10;0185:4DCB;Dialog Spot, Instant Text, Message ID: 0237, Switch Flag: 0B,;-1574;231;-2930;0;0;11
11;False;0;3;11;0185:4E0F;Dialog Spot, Instant Text, Message ID: 0238, Switch Flag: 0F,;-1422;159;-2512;0;0;69
11;False;0;3;12;000A:7971;Treasure chest, Small, Appears, Clear Flag, Contents: Arrows (30), Chest Flag: 0011, Switch Flag to spawn chest: 00,;-1331;159;-2858;0;32768;0
11;False;0;3;13;01CD:0000;False Stone Walls (Gerudo Training Grounds), Circular piece of false stone wall,;-1157;279;-2747;0;49152;0
11;False;0;4;0;012D:FFC2;Stone Hookshot target, #N/A: ?? (Dodongo's Cavern),;525;134;-2746;0;49152;0
11;False;0;4;1;01C9:02A8;Pierre the Scarecrow Spawn,;-27;239;-2211;0;20025;2
11;False;0;4;2;0112:1093;Invisible Collectible, Invisible, free collectible, Collectible Spawned: 02, Switch Flag: 13, Number of collectibles spawned: 0001,;-68;88;-2752;0;0;1
11;False;0;4;3;0185:4D95;Dialog Spot, Instant Text, Message ID: 0236, Switch Flag: 15,;159;-66;-2746;0;0;69
11;False;0;4;4;000A:8843;Treasure chest, Small, Falls, Switch Flag, Contents: Small Key, Chest Flag: 0003, Switch Flag to spawn chest: 15,;41;384;-2788;0;53339;21
11;False;0;4;5;0061:0015;Large rotating stone ring, Switch Flag: 15,;-77;-161;-2747;0;0;0
11;False;0;4;6;0062:0015;Eye platform eye switches, Switch Flag: 15,;-54;-16;-2692;64626;4187;0
11;False;0;4;7;0062:0015;Eye platform eye switches, Switch Flag: 15,;-14;11;-2774;64626;20389;0
11;False;0;4;8;0062:0015;Eye platform eye switches, Switch Flag: 15,;-100;2;-2803;64626;36955;0
11;False;0;4;9;0062:0015;Eye platform eye switches, Switch Flag: 15,;-135;40;-2724;62805;53339;0
11;False;0;5;0;0049:2FD0;Flame circle, Small, short timer, no ticking sfx, Chest Flag: 003F, Switch Flag: 10,;1446;-65;-2746;0;0;0
11;False;0;5;1;0038:FFFF;Torch Slug, Default: FFFF,;1271;-81;-2755;0;0;0
11;False;0;5;2;0038:FFFF;Torch Slug, Default: FFFF,;1594;-81;-2594;0;54613;0
11;False;0;5;3;0013:0000;Keese, Fire Keese, Invisible: False,;1579;117;-2648;0;23302;0
11;False;0;5;4;0013:0000;Keese, Fire Keese, Invisible: False,;1313;123;-2877;0;60621;0
11;False;0;5;5;0040:FF01;Megaton Statue, Top Part (Face decal), Switch Flag: FF,;1559;-21;-2458;0;32768;0
11;False;0;5;6;0040:FF01;Megaton Statue, Top Part (Face decal), Switch Flag: FF,;1564;39;-3038;0;0;0
11;False;0;5;7;0040:FF01;Megaton Statue, Top Part (Face decal), Switch Flag: FF,;1152;-81;-2865;0;16384;0
11;False;0;5;8;0040:FF01;Megaton Statue, Top Part (Face decal), Switch Flag: FF,;1325;-21;-3038;0;0;0
11;False;0;5;9;0040:FF01;Megaton Statue, Top Part (Face decal), Switch Flag: FF,;1733;-21;-2629;0;49152;0
11;False;0;5;10;0040:FF01;Megaton Statue, Top Part (Face decal), Switch Flag: FF,;1732;-81;-2866;0;49152;0
11;False;0;5;11;0040:FF00;Megaton Statue, Lower Part (Flame decal), Switch Flag: FF,;1559;-81;-2458;0;32768;0
11;False;0;5;12;0040:FF00;Megaton Statue, Lower Part (Flame decal), Switch Flag: FF,;1564;-81;-3038;0;0;0
11;False;0;5;13;0040:FF00;Megaton Statue, Lower Part (Flame decal), Switch Flag: FF,;1325;-81;-3038;0;0;0
11;False;0;5;14;0040:FF00;Megaton Statue, Lower Part (Flame decal), Switch Flag: FF,;1564;-21;-3038;0;0;0
11;False;0;5;15;0040:FF00;Megaton Statue, Lower Part (Flame decal), Switch Flag: FF,;1733;-81;-2629;0;49152;0
11;False;0;5;16;0112:1AB0;Invisible Collectible, Invisible hitbox, drops collectible when hit, Collectible Spawned: 0A, Switch Flag: 30, Spawn Item Trigger: Shot with Arrow only,;1442;112;-2457;0;32768;1
11;False;0;5;17;012A:1000;Switches, Floor, Can Toggle: False, Reset when not pressed: False, Triggers all switches with same switch flag: False, Frozen in Ice: False, Switch Flag: 10,;1737;-100;-2867;0;0;0
11;False;0;5;18;0185:4D59;Dialog Spot, Instant Text, Message ID: 0235, Switch Flag: 19,;1447;-65;-2744;0;0;69
11;False;0;5;19;012A:1902;Switches, Yellow Eye, Can Toggle: False, Reset when not pressed: False, Triggers all switches with same switch flag: False, Frozen in Ice: False, Switch Flag: 19,;1563;69;-3066;0;0;0
11;False;0;5;20;000A:5850;Treasure chest, Small, Contents: Small Key, Chest Flag: 0010, Switch Flag to spawn chest: 00,;1446;-65;-2748;0;49152;0
11;False;0;5;21;000A:7952;Treasure chest, Small, Appears, Clear Flag, Contents: Arrows (10), Chest Flag: 0012, Switch Flag to spawn chest: 00,;1441;-81;-3033;0;32768;0
11;False;0;6;0;012D:FFC2;Stone Hookshot target, #N/A: ?? (Dodongo's Cavern),;1434;129;-2213;0;0;0
11;False;0;6;1;0049:2FFC;Flame circle, Small, short timer, no ticking sfx, Chest Flag: 003F, Switch Flag: 3C,;1129;-246;-1857;0;0;0
11;False;0;6;2;0069:FFFE;Bubble (Flying Skull Enemy), ?: 000F, Fire Bubble, Path Id: 00FF,;1355;-291;-1913;0;0;0
11;False;0;6;3;0069:FFFE;Bubble (Flying Skull Enemy), ?: 000F, Fire Bubble, Path Id: 00FF,;1656;-291;-1586;0;0;0
11;False;0;6;4;0015:0111;Collectibles, Collectible Flag: 0001, Small Key,;1054;-80;-1519;0;0;0
11;False;0;6;5;01D1:382C;Time block, Default Visibility (Age Inverted): Child Visible, Song of Time Distance: 300, Unknown: False, Size: False, Default Visibility Behavior: Age Inverted, Switch Flag: 2C, Color: #506482,;1230;-237;-1491;0;0;6
11;False;0;6;6;01D1:382D;Time block, Default Visibility (Age Inverted): Child Visible, Song of Time Distance: 300, Unknown: False, Size: False, Default Visibility Behavior: Age Inverted, Switch Flag: 2D, Color: #506482,;1330;-293;-1491;0;0;6
11;False;0;6;7;005E:2400;Torch, Wooden Torch, Is Lit: True, Torches to light to solve puzzle (Timed Torch): 0000, Switch Flag: 00,;1437;-239;-1053;0;0;0
11;False;0;6;8;005E:2400;Torch, Wooden Torch, Is Lit: True, Torches to light to solve puzzle (Timed Torch): 0000, Switch Flag: 00,;1503;-81;-2179;0;0;0
11;False;0;6;9;005E:2400;Torch, Wooden Torch, Is Lit: True, Torches to light to solve puzzle (Timed Torch): 0000, Switch Flag: 00,;1829;-240;-1496;0;0;0
11;False;0;6;10;0117:1FCC;Silver Rupee, Silver Rupee, Count: 003F, Switch Flag: 0C,;1320;-239;-1248;0;0;0
11;False;0;6;11;0117:1FCC;Silver Rupee, Silver Rupee, Count: 003F, Switch Flag: 0C,;1558;-239;-1370;0;0;0
11;False;0;6;12;0117:1FCC;Silver Rupee, Silver Rupee, Count: 003F, Switch Flag: 0C,;1134;-239;-1841;0;0;0
11;False;0;6;13;0117:1FCC;Silver Rupee, Silver Rupee, Count: 003F, Switch Flag: 0C,;1437;30;-2193;0;0;0
11;False;0;6;14;0117:1FCC;Silver Rupee, Silver Rupee, Count: 003F, Switch Flag: 0C,;1560;-239;-1861;0;0;0
11;False;0;6;15;0117:014C;Silver Rupee, Rupee Chain, Count: 0005, Switch Flag: 0C,;1492;-214;-1558;0;0;0
11;False;0;6;16;012A:3C00;Switches, Floor, Can Toggle: False, Reset when not pressed: False, Triggers all switches with same switch flag: False, Frozen in Ice: False, Switch Flag: 3C,;1081;-239;-1375;0;0;0
11;False;0;6;17;0185:4D16;Dialog Spot, Instant Text, Message ID: 0234, Switch Flag: 16,;1483;-214;-784;0;0;11
11;False;0;6;18;0185:4D16;Dialog Spot, Instant Text, Message ID: 0234, Switch Flag: 16,;1433;3;-2310;0;0;11
11;False;0;6;19;0185:4D16;Dialog Spot, Instant Text, Message ID: 0234, Switch Flag: 16,;912;-47;-1525;0;0;11
11;False;0;7;0;0025:FFFE;Lizalfos and Dinolfos, Dinolfos, no mini-boss music, Nullable Switch Flag: FF,;1494;-80;70;0;47332;0
11;False;0;7;1;0025:FFFE;Lizalfos and Dinolfos, Dinolfos, no mini-boss music, Nullable Switch Flag: FF,;1526;-59;-245;0;50972;0
11;False;0;7;2;000C:00FF;Proximity activated flame wall, Type: 00FF,;1756;-80;-420;0;57344;0
11;False;0;7;3;000C:00FF;Proximity activated flame wall, Type: 00FF,;1819;-80;-264;0;48970;0
11;False;0;7;4;000C:00FF;Proximity activated flame wall, Type: 00FF,;1730;-80;75;0;40960;0
11;False;0;7;5;000C:00FF;Proximity activated flame wall, Type: 00FF,;1242;-80;96;0;24576;0
11;False;0;7;6;000C:00FF;Proximity activated flame wall, Type: 00FF,;1219;-80;-434;0;8192;0
11;False;0;7;7;000C:00FF;Proximity activated flame wall, Type: 00FF,;1397;-80;162;0;32768;0
11;False;0;7;8;000C:00FF;Proximity activated flame wall, Type: 00FF,;1817;-80;-108;0;49152;0
11;False;0;7;9;000C:00FF;Proximity activated flame wall, Type: 00FF,;1563;-80;163;0;32768;0
11;False;0;7;10;0015:2203;Collectibles, Collectible Flag: 0022, Recovery Heart,;1486;-20;204;0;0;0
11;False;0;7;11;0015:2303;Collectibles, Collectible Flag: 0023, Recovery Heart,;1858;-19;-183;0;0;0
11;False;0;7;12;0112:1AE7;Invisible Collectible, Invisible hitbox, drops collectible when hit, Collectible Spawned: 0B, Switch Flag: 27, Spawn Item Trigger: Shot with Arrow only,;1481;112;-560;0;0;1
11;False;0;7;13;008A:0A01;Beamos, Sight Distance: 000A, Size: Small,;1481;-58;-179;0;0;0
11;False;0;7;14;0185:4C9E;Dialog Spot, Instant Text, Message ID: 0232, Switch Flag: 1E,;1251;-58;-374;0;0;69
11;False;0;7;15;0187:785A;Timer, Switch Flag: 1E, Timer in seconds (capped to 10 minutes): 005A,;1553;-59;-171;0;0;0
11;False;0;7;16;000A:8841;Treasure chest, Small, Falls, Switch Flag, Contents: Small Key, Chest Flag: 0001, Switch Flag to spawn chest: 1E,;1481;120;-187;0;32768;30
11;False;0;8;0;005E:2400;Torch, Wooden Torch, Is Lit: True, Torches to light to solve puzzle (Timed Torch): 0000, Switch Flag: 00,;-151;239;-1977;0;0;0
11;False;0;8;1;005E:2400;Torch, Wooden Torch, Is Lit: True, Torches to light to solve puzzle (Timed Torch): 0000, Switch Flag: 00,;25;239;-1980;0;0;0
11;False;0;8;2;005E:2400;Torch, Wooden Torch, Is Lit: True, Torches to light to solve puzzle (Timed Torch): 0000, Switch Flag: 00,;-157;200;-1181;0;0;0
11;False;0;8;3;005E:2400;Torch, Wooden Torch, Is Lit: True, Torches to light to solve puzzle (Timed Torch): 0000, Switch Flag: 00,;38;200;-1181;0;0;0
11;False;0;8;4;0185:4C48;Dialog Spot, Instant Text, Message ID: 0231, Switch Flag: 08,;-32;-80;-1400;0;0;69
11;False;0;8;5;000A:5844;Treasure chest, Small, Contents: Small Key, Chest Flag: 0004, Switch Flag to spawn chest: 00,;-60;200;-1599;0;0;0
11;False;0;8;6;000A:5D45;Treasure chest, Small, Contents: Bombchu (5), Chest Flag: 0005, Switch Flag to spawn chest: 00,;182;-80;-1519;0;49152;0
11;False;0;8;7;000A:5AA6;Treasure chest, Small, Contents: Purple (50) Rupee, Chest Flag: 0006, Switch Flag to spawn chest: 00,;-641;-80;-1538;0;32768;0
11;False;0;8;8;000A:5968;Treasure chest, Small, Contents: Arrows (30), Chest Flag: 0008, Switch Flag to spawn chest: 00,;339;-80;-1679;0;0;0
11;False;0;8;9;000A:5969;Treasure chest, Small, Contents: Arrows (30), Chest Flag: 0009, Switch Flag to spawn chest: 00,;-299;-80;-2001;0;49152;0
11;False;0;8;10;000A:59CA;Treasure chest, Small, Contents: Red (20) Rupee, Chest Flag: 000A, Switch Flag to spawn chest: 00,;-440;-80;-2020;0;32768;0
11;False;0;8;11;000A:584B;Treasure chest, Small, Contents: Small Key, Chest Flag: 000B, Switch Flag to spawn chest: 00,;-21;201;-1239;0;16384;0
11;False;0;8;12;000A:0B2C;Treasure chest, Large, Contents: Ice Arrow, Chest Flag: 000C, Switch Flag to spawn chest: 00,;-59;-80;-1598;0;0;0
11;False;0;8;13;01CD:0001;False Stone Walls (Gerudo Training Grounds), Square piece of false stone wall,;-279;120;-1180;0;0;0
11;False;0;9;0;012D:FFC2;Stone Hookshot target, #N/A: ?? (Dodongo's Cavern),;2307;-668;-1702;0;0;0
11;False;0;9;1;012D:FFC2;Stone Hookshot target, #N/A: ?? (Dodongo's Cavern),;2307;-671;-1224;0;32768;0
11;False;0;9;2;012D:FFC2;Stone Hookshot target, #N/A: ?? (Dodongo's Cavern),;2065;-671;-1464;0;16384;0
11;False;0;9;3;012D:FFC2;Stone Hookshot target, #N/A: ?? (Dodongo's Cavern),;2543;-671;-1466;0;49152;0
11;False;0;9;4;00C5:FFFF;Shell Blade,;2153;-960;-1601;0;8374;0
11;False;0;9;5;00C5:FFFF;Shell Blade,;2450;-961;-1601;0;57344;0
11;False;0;9;6;00C5:FFFF;Shell Blade,;2450;-961;-1340;0;40960;0
11;False;0;9;7;00C5:FFFF;Shell Blade,;2160;-961;-1325;0;24576;0
11;False;0;9;8;0080:2220;Metal Spike Trap, Pattern: Circle Loop, Radius: 0002, Attack Speed (Units): 0002,;2304;-961;-1468;0;0;0
11;False;0;9;9;0094:8322;Fish, Bugs, Butterflies, Fish, ?: Default, Spawn Count: 0008, Spawn Count (Table Look-up): 0,;2211;-709;-1545;0;0;0
11;False;0;9;10;0094:8322;Fish, Bugs, Butterflies, Fish, ?: Default, Spawn Count: 0008, Spawn Count (Table Look-up): 0,;2395;-894;-1378;0;0;0
11;False;0;9;11;01D1:B838;Time block, Default Visibility (Age Inverted): Adult Visible, Song of Time Distance: 300, Unknown: False, Size: False, Default Visibility Behavior: Age Inverted, Switch Flag: 38, Color: #506482,;2254;-342;-1513;0;0;6
11;False;0;9;12;01D1:B839;Time block, Default Visibility (Age Inverted): Adult Visible, Song of Time Distance: 300, Unknown: False, Size: False, Default Visibility Behavior: Age Inverted, Switch Flag: 39, Color: #506482,;2354;-342;-1513;0;0;6
11;False;0;9;13;01D1:B83A;Time block, Default Visibility (Age Inverted): Adult Visible, Song of Time Distance: 300, Unknown: False, Size: False, Default Visibility Behavior: Age Inverted, Switch Flag: 3A, Color: #506482,;2254;-342;-1413;0;0;6
11;False;0;9;14;01D1:B83B;Time block, Default Visibility (Age Inverted): Adult Visible, Song of Time Distance: 300, Unknown: False, Size: False, Default Visibility Behavior: Age Inverted, Switch Flag: 3B, Color: #506482,;2354;-342;-1413;0;0;6
11;False;0;9;15;00D4:00FF;Water Noise,;2305;-555;-1459;0;0;0
11;False;0;9;16;0117:1FDB;Silver Rupee, Silver Rupee, Count: 003F, Switch Flag: 1B,;2308;-961;-1464;0;0;0
11;False;0;9;17;0117:1FDB;Silver Rupee, Silver Rupee, Count: 003F, Switch Flag: 1B,;2497;-605;-1465;0;0;0
11;False;0;9;18;0117:1FDB;Silver Rupee, Silver Rupee, Count: 003F, Switch Flag: 1B,;2453;-890;-1612;0;0;0
11;False;0;9;19;0117:1FDB;Silver Rupee, Silver Rupee, Count: 003F, Switch Flag: 1B,;2078;-806;-1458;0;0;0
11;False;0;9;20;0117:1FDB;Silver Rupee, Silver Rupee, Count: 003F, Switch Flag: 1B,;2160;-900;-1315;0;0;0
11;False;0;9;21;0117:015B;Silver Rupee, Rupee Chain, Count: 0005, Switch Flag: 1B,;2109;-154;-1560;0;0;0
11;False;0;9;22;0185:4CDB;Dialog Spot, Instant Text, Message ID: 0233, Switch Flag: 1B,;2196;-179;-1466;0;0;69
11;False;0;9;23;000A:884D;Treasure chest, Small, Falls, Switch Flag, Contents: Small Key, Chest Flag: 000D, Switch Flag to spawn chest: 1B,;2183;-108;-1584;0;49152;27
11;False;0;10;0;00DD:FFFF;Like-Like,;-1670;139;-3833;0;0;0
11;False;0;10;1;00DD:FFFF;Like-Like,;-1475;139;-3943;0;0;0
11;False;0;10;2;00DD:FFFF;Like-Like,;-1495;139;-3695;0;0;0
11;False;0;10;3;000A:6854;Treasure chest, Small, Invisible, Contents: Small Key, Chest Flag: 0014, Switch Flag to spawn chest: 00,;-1458;139;-3967;0;28945;0
11;False;0;10;4;000A:5F82;Treasure chest, Small, Contents: Ice Trap, Chest Flag: 0002, Switch Flag to spawn chest: 00,;-1671;210;-4029;0;37865;0
11;False;0;10;5;000A:788E;Treasure chest, Small, Appears, Clear Flag, Contents: Large Magic Container or Blue (5) Rupee, Chest Flag: 000E, Switch Flag to spawn chest: 00,;-1679;139;-3860;0;37137;0
11;False;0;10;6;000A:7ACF;Treasure chest, Small, Appears, Clear Flag, Contents: Huge/Yellow (200) Rupee, Chest Flag: 000F, Switch Flag to spawn chest: 00,;-1488;139;-3721;0;29127;0
12;False;0;0;0;0186:FF01;Patrolling Gerudo, Action: FF01,;1344;-160;-3640;0;18204;0
12;False;0;0;1;0186:0800;Patrolling Gerudo, Action: 0800,;1306;216;-3480;0;16566;2
12;False;0;0;2;0112:1D3F;Invisible Collectible, Invisible hitbox, drops collectible when hit, Collectible Spawned: 14, Switch Flag: 3F, Spawn Item Trigger: Shot with Arrow only,;820;214;-3511;0;0;1
